Name,Parsed Name,Title,Category,Level,Type,System
LLVD Warning,Load Low Voltage Disconnection Warning,The Load Low Voltage Disconnected,Power,Info,Functional,Neteco
Low Battery Temperature,Low Battery Temperature,a Low Battery Temperature was recorded,Hardware,Info,Functional,Neteco
Mains Over Frequency,Mains Over Frequency,The Mains power experienced an over frequency,Power,Info,Functional,Neteco
D.G. Running,Diesel Generator Running,the Diesel Generator was Running,Power,Info,Functional,Neteco
BLVD Warning,Bus Bar Low Voltage Disconnection Warning,the Bus Bar Low Voltage was Disconnected,Power,Failure,Functional,Neteco
Communication Between NMS And NE Is Abnormal,Communication Between Network Management System And Network Element Is Abnormal,the Communication Between Network Management System And some Network Element was Abnormal,Software,Failure,Networking,Neteco
Running,Running,the power System was Running,Power,Info,Functional,Neteco
PSU Protection,Power Supply Unit Protection,a Protection issue happened with the Power Supply Unit,Hardware,Info,Functional,Neteco
Power System Charge Failure,Power System Charge Failure,the Power System charging failed,Hardware,Failure,Functional,Neteco
Failed to Send the Remote Notification,Failed to Send the Remote Notification,Failed to Send the Remote Notification,Software,Failure,Functional,Neteco
Battery Discharging,Battery Discharging,the Battery was Discharging,Hardware,Info,Functional,Neteco
Mains Undervoltage,Mains Undervoltage,the Mains power experienced an Undervoltage,Power,Info,Functional,Neteco
LLVD2 Warning,Second Load Low Voltage Disconnection Warning,the Second Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
BLVD Low Voltage Disconnected,Bus Bar Low Voltage Disconnection Low Voltage Disconnected,the Bus Bar Low Voltage was Disconnected,Power,Failure,Functional,Neteco
Bus Bar Ultra Undervoltage,Bus Bar Ultra Undervoltage,Bus Bar experienced an Ultra Undervoltage,Power,Info,Functional,Neteco
LLVD Low Voltage Disconnected,Load Low Voltage Disconnection Low Voltage Disconnected,the Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
LLVD2 Low Voltage Disconnected,Second Load Low Voltage Disconnection Low Voltage Disconnected,the Second Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
PSU Communication Failure,Power Supply Unit Communication Failure,the Communication failed in the Power Supply Unit,Software,Failure,Functional,Neteco
Battery Loop1 Disconnected,Battery Loop1 Disconnected,the First Loop of the Battery was Disconnected,Power,Failure,Functional,Neteco
Major Load Contactor Fault,Major Load Contactor Fault,A fault occurred in the Major Load Contactor,Hardware,Failure,Functional,Neteco
AC SPD Fault,Alternating Current SPD Fault,A Surge protective device fault was recorded in the Alternating Current source,Hardware,Info,Functional,Neteco
LLVD,Load Low Voltage Disconnection,the Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
PSU Fault,Power Supply Unit Fault,A fault was recorded in the Power Supply Unit,Power,Failure,Functional,Neteco
Minor Load Low Voltage Disconnected,Minor Load Low Voltage Disconnected,the Minor Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
BLVD,Bus Bar Low Voltage Disconnection,the Bus Bar Low Voltage was Disconnected,Power,Failure,Functional,Neteco
Phase L2 Under Voltage,Phase Two Under Voltage,the second power Phase experienced an Undervoltage,Power,Info,Functional,Neteco
Abnormal D.G. Stop,Abnormal Diesel Generator Stop,the Diesel Generator stopped abnormally,Hardware,Info,Functional,Neteco
PSU Lost,Power Supply Unit Lost,the Power Supply Unit Lost,Hardware,Failure,Functional,Neteco
AC Phase L1 Failure,Alternating Current Phase One Failure,the first Alternating Current Phase Failed,Power,Failure,Functional,Neteco
Lose Phase,Lose Phase,the power Phase was lost,Power,Failure,Functional,Neteco
AC Phase L3 Failure,Alternating Current Phase Three Failure,the third Alternating Current Phase Failed,Power,Failure,Functional,Neteco
Battery Discharge,Battery Discharge,the Battery was Discharged,Power,Failure,Functional,Neteco
D.G. Lose Phase,Diesel Generator Lose Phase,the Diesel Generator Lost its Phase,Hardware,Info,Functional,Neteco
Battery Temperature Sensor Not Detected,Battery Temperature Sensor Not Detected,the Battery Temperature Sensor was not Detected,Hardware,Info,Functional,Neteco
Genset Work Abnormal,Genset Work Abnormal,the Genset Work was Abnormal,Power,Info,Functional,Neteco
Genset Generator Fault,Genset Generator Fault,A fault recorded in the Genset power Generator,Hardware,Failure,Functional,Neteco
Major Load Fuse Broken,Major Load Fuse Broken,the Major Load Fuse was Broken,Hardware,Info,Functional,Neteco
AC Phase L3 Undervoltage,Alternating Current Phase Three Undervoltage,the third Alternating Current Phase experienced an Undervoltage,Power,Info,Functional,Neteco
Abnormal Fuel Level Decline,Abnormal Fuel Level Decline,An abnormal decline was detected in the Fuel Level,Hardware,Info,Functional,Neteco
Mains Phase L3 Failure,Mains Phase Three Failure,the third Mains power Phase Failed,Power,Info,Functional,Neteco
Low Battery Capacity,Low Battery Capacity,the Battery Capacity was reduced,Hardware,Info,Functional,Neteco
Multi-Rectifier Fault,Multi-Rectifier Fault,the Multi Rectifier Failed,Hardware,Failure,Functional,Neteco
Phase L3 Under Voltage,Phase Three Under Voltage,the third Phase went Undervoltage,Power,Info,Functional,Neteco
Fan 1 Fault,Fan One Fault,the First Fan Stopped working,Hardware,Emergency,Functional,Neteco
Frequent High Pressure,Frequent High Pressure,the Pressure frequently went high,Hardware,Info,Functional,Neteco
Battery High Temperature Disconnected,Battery High Temperature Disconnected,the Battery High Temperature sensor was Disconnected,Hardware,Info,Functional,Neteco
ATS Communication Failure,Automatic Transfer Switch Communication Failure,the Communication of Automatic Transfer Switch Failed,Software,Failure,Functional,Neteco
Mains Phase L2 Undervoltage,Mains Phase Two Undervoltage,the second phase of power Mains went Undervoltage,Power,Info,Functional,Neteco
Abnormal Stop,Abnormal Stop,the power system Stopped abnormally,Power,Failure,Functional,Neteco
Mains Phase L1 Undervoltage,Mains Phase One Undervoltage,the First power Mains went Undervoltage,Power,Info,Functional,Neteco
AC Phase L2 Undervoltage,Alternating Current Phase Two Undervoltage,the second Alternating Current Phase went Undervoltage,Power,Info,Functional,Neteco
D.G. Stop Failure,Diesel Generator Stop Failure,Diesel Generator failed when stopping,Hardware,Failure,Functional,Neteco
DC Ultra Under Voltage,Direct Current Ultra Under Voltage,the Direct Current experienced an Ultra Undervoltage,Power,Info,Functional,Neteco
AC Phase L1 Undervoltage,Alternating Current Phase One Undervoltage,the first Alternating Current Phase went Undervoltage,Power,Info,Functional,Neteco
Intelligent DC Air Conditioner External Fan Fault,Intelligent Direct Current Air Conditioner External Fan Fault,the External Fan Failed in the Intelligent Air Conditioner,Hardware,Emergency,Functional,Neteco
Output Undervoltage Alarm,Output Undervoltage Alarm,the power Output was Undervoltage,Power,Info,Functional,Neteco
ESMU Overdischarge Protection,Energy Storage Management Unit Overdischarge Protection,Energy Storage Management Unit witnessed an Overdischarge Protection issue,Hardware,Info,Functional,Neteco
AC Phase L2 Failure,Alternating Current Phase Two Failure,the second Alternating Current Phase Failed,Power,Failure,Functional,Neteco
Mains Phase L2 Failure,Mains Phase Two Failure,the second power Mains Phase Failed,Power,Info,Functional,Neteco
Compressor Fault,Compressor Fault,the power Compressor Failed,Hardware,Failure,Functional,Neteco
Battery High Temperature,Battery High Temperature,the Battery Temperature was high,Hardware,Info,Functional,Neteco
Compressor Current Abnormal,Compressor Current Abnormal,the power Compressor Current was Abnormal,Power,Info,Functional,Neteco
DIN3 Alarm,Third Dry Contact Input Alarm,the Third Dry Contact Input was abnormal,Hardware,Info,Functional,Neteco
D.G. Battery Voltage Abnormal,Diesel Generator Battery Voltage Abnormal,the Diesel Generator Battery Voltage was Abnormal,Power,Info,Functional,Neteco
Battery Charge Overcurrent,Battery Charge Overcurrent,the Battery Charging experienced an Overcurrent,Hardware,Info,Functional,Neteco
D.G. Stop Exception Alarm,Diesel Generator Stop Exception Alarm,the Diesel Generator Stopped Exceptionally,Hardware,Failure,Functional,Neteco
Start Failure,Start Failure,the power system failed to start,Hardware,Failure,Functional,Neteco
All SSU Communication Failure,All SSU Communication Failure,All Communications of a power unit Failed,Software,Failure,Functional,Neteco
Diesel Generator Startup Failure,Diesel Generator Startup Failure,the Diesel Generator falied to Start,Hardware,Failure,Functional,Neteco
Refueling,Refueling,the generator was Refueling,Power,Info,Functional,Neteco
Door Open Time Out,Door Open Time Out,the door opened for long time,Hardware,Emergency,Functional,Neteco
Intelligent DC Air Conditioner Internal Fan Fault,Intelligent Direct Current Air Conditioner Internal Fan Fault,the Internal Fan Failed in the Intelligent Air Conditioner,Hardware,Emergency,Functional,Neteco
AC Loop Abnormal,Alternating Current Loop Abnormal,the Alternating Current Loop was Abnormal,Hardware,Info,Functional,Neteco
AC Phase L2 Overvoltage,Alternating Current Phase Two Overvoltage,the second phase of Alternating Current went Overvoltage,Power,Info,Functional,Neteco
AC Phase L1 Overvoltage,Alternating Current Phase One Overvoltage,First phase of the Alternating Current went Overvoltage,Power,Info,Functional,Neteco
Mains Phase L2 Overvoltage,Mains Phase Two Overvoltage,the Second power Mains Phase went Overvoltage,Power,Info,Functional,Neteco
Mains Phase L1 Overvoltage,Mains Phase One Overvoltage,the first power Mains phase went Overvoltage,Power,Info,Functional,Neteco
Phase L1 Failure,Phase One Failure,the first power Phase Failed,Power,Failure,Functional,Neteco
Battery Fuse Broken,Battery Fuse Broken,the Battery Fuse was Broken,Hardware,Failure,Functional,Neteco
Diesel Generator Abnormal Start,Diesel Generator Abnormal Start,The Diesel Generator Started Abnormally,Hardware,Info,Functional,Neteco
DC Under Voltage,Direct Current Under Voltage,the Direct Current poewr source went Undervoltage,Power,Info,Functional,Neteco
Rectifier Missing,Rectifier Missing,the Rectifier was Missing,Hardware,Info,Functional,Neteco
Air Conditioner High Temperature,Air Conditioner High Temperature,the Air Conditioner Temperature was high,Hardware,Info,Functional,Neteco
Mains Phase L1 Failure,Mains Phase One Failure,the first phase of power Mains Failed,Power,Info,Functional,Neteco
Battery Undervoltage,Battery Undervoltage,the Battery voltage was low,Power,Info,Functional,Neteco
LLVD Disconnected,Load Low Voltage Disconnection Disconnected,the Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
LLVD2 Disconnected,Second Load Low Voltage Disconnection Disconnected,the Second Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
BLVD Disconnected,Bus Bar Low Voltage Disconnection Disconnected,the Bus Bar Low Voltage was Disconnected,Power,Failure,Functional,Neteco
Ambient Low Humidity,Ambient Low Humidity,the Ambient Humidity was low,Hardware,Info,Functional,Neteco
Stop Failure,Stop Failure,the power system Failed to stop,Hardware,Failure,Functional,Neteco
Mains Phase L3 Overvoltage,Mains Phase Three Overvoltage,The third power Mains Phase went Overvoltage,Power,Info,Functional,Neteco
AC Phase L3 Overvoltage,Alternating Current Phase Three Overvoltage,the third Alternating Current Phase went Overvoltage,Power,Info,Functional,Neteco
Major Load Low Voltage Disconnected,Major Load Low Voltage Disconnected,the Major Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
Output Overvoltage Alarm,Output Overvoltage Alarm,the Output voltage was high,Power,Info,Functional,Neteco
Communication Fail,Communication Fail,the power system Communication Failed,Software,Failure,Functional,Neteco
D.G. Start Exception Alarm,Diesel Generator Start Exception Alarm,the Diesel Generator Started Exceptionally,Hardware,Info,Functional,Neteco
HEX Fault,Hex Fault,a hex fault occurred in the power system,Power,Failure,Functional,Neteco
D.G. Start Failure,Diesel Generator Start Failure,the Diesel Generator failed to Start,Hardware,Failure,Functional,Neteco
All PSU Communication Failure,All Power Supply Unit Communication Failure,All communications Failed in the Power Supply Units,Software,Failure,Networking,Neteco
Overdischarge,Overdischarge,the battery was Overdischarged,Hardware,Info,Functional,Neteco
DIN2 Alarm,Second Dry Contact Input Alarm,the Second Dry Contact Input was abnormal,Hardware,Info,Functional,Neteco
AC Charge Abnormal,Alternating Current Charge Abnormal,the Alternating Current Charging was Abnormal,Power,Info,Functional,Neteco
Bus Bar Overvoltage,Bus Bar Overvoltage,the Bus Bar went Overvoltage,Power,Info,Functional,Neteco
ATS AC Surge Protector Fault,Automatic Transfer Switch Alternating Current Surge Protector Fault,the Surge Protector Failed in the Automatic Transfer Switch,Hardware,Failure,Functional,Neteco
Low Ambient Humidity,Low Ambient Humidity,the Ambient Humidity was low,Hardware,Info,Functional,Neteco
Intelligent DC Air Conditioner Compressor Fault,Intelligent Direct Current Air Conditioner Compressor Fault,the compressor Failed in the Intelligent Air Conditioner,Hardware,Failure,Functional,Neteco
Over AC Frequency,Over Alternating Current Frequency,the Alternating Current line Frequency was high,Power,Info,Functional,Neteco
Diesel Generator Stop Failure,Diesel Generator Stop Failure,the Diesel Generator Failed to Stop,Hardware,Failure,Functional,Neteco
Battery Fuse Break,Battery Fuse Break,the Battery Fuse Broke,Hardware,Failure,Functional,Neteco
PV Array Lost,Photovoltaic Array Array Lost,the Photovoltaic Array Lost,Hardware,Failure,Functional,Neteco
Diesel Generator Abnormal Stop,Diesel Generator Abnormal Stop,the Diesel Generator Stopped abnormally,Hardware,Failure,Functional,Neteco
ATS Closing Failure,Automatic Transfer Switch Closing Failure,the Automatic Transfer Switch failed to Close,Hardware,Failure,Functional,Neteco
Minor Load Contactor Fault,Minor Load Contactor Fault,the Minor Load Contactor failed,Hardware,Failure,Functional,Neteco
Over Frequency,Over Frequency,the power system Frequency went high,Power,Info,Functional,Neteco
DC Undervoltage,Direct Current Undervoltage,the Direct Current source went Undervoltage,Power,Info,Functional,Neteco
High Battery Temperature,High Battery Temperature,a High Battery Temperature was recorded,Hardware,Info,Functional,Neteco
Fan 3 Fault,Fan Three Fault,third fan stopped working,Hardware,Emergency,Functional,Neteco
Under AC Frequency,Under Alternating Current Frequency,the Alternating Current source Frequency was low,Power,Info,Functional,Neteco
Refuel Reminder,Refuel Reminder,a Refueling Reminder was triggered,Power,Info,Functional,Neteco
Low Fuel Level,Low Fuel Level,the Fuel reached a low Level,Power,Info,Functional,Neteco
Mains Overvoltage,Mains Overvoltage,the power Mains went Overvoltage,Power,Info,Functional,Neteco
First Maintenance Reminder,First Maintenance Reminder,a First Maintenance Reminder was triggered,Hardware,Info,Functional,Neteco
BLVD Disconnecting,Bus Bar Low Voltage Disconnection Disconnecting,the Bus Bar Low Voltage was Disconnecting,Hardware,Info,Functional,Neteco
HVDC Failure,High Voltage Direct Current Failure,the High Voltage Direct Current source Failed,Hardware,Failure,Functional,Neteco
System Manual Control,System Manual Control,the System was Controlled manually,Hardware,Info,Functional,Neteco
Battery Temperature Sensor 1 Missing,Battery Temperature Sensor One Missing,the first Battery Temperature Sensor was Missing,Hardware,Info,Functional,Neteco
Phase L1 Over Voltage,Phase One Over Voltage,the first power Phase went Overvoltage,Power,Info,Functional,Neteco
Phase L2 Over Voltage,Phase Two Over Voltage,the second power Phase went Overvoltage,Power,Info,Functional,Neteco
Phase L3 Over Voltage,Phase Three Over Voltage,the third power Phase went Overvoltage,Power,Info,Functional,Neteco
LLVD1 Disconnected,First Load Low Voltage Disconnection Disconnected,the First Load Low Voltage was Disconnected,Power,Failure,Functional,Neteco
LLVD1 Disconnecting,First Load Low Voltage Disconnection Disconnecting,the First Load Low Voltage was Disconnecting,Hardware,Info,Functional,Neteco
ultra under DC voltage,ultra under Direct Current voltage,the Direct Current voltage went ultra undervoltage,Power,Info,Functional,Neteco
All Rectifiers Communication Failure,All Rectifiers Communication Failure,All Communications Failed in power Rectifiers,Software,Failure,Networking,Neteco
Mains Failure Alarm,Mains Failure Alarm,the power Mains Failure Alarm was triggered,Power,Info,Functional,Neteco
Manual Battery Connection,Manual Battery Connection,the Battery Connection was manual,Power,Info,Functional,Neteco
Phase L1 Failure,Phase One Failure,the first power Phase Failed,Power,Info,Functional,Neteco
Phase L3 Failure,Phase Three Failure,the third power Phase Failed,Power,Info,Functional,Neteco
Phase L3 Under Voltage,Phase Three Under Voltage,the third power Phase went Undervoltage,Power,Info,Functional,Neteco
TEC Cooler Fault,TEC Cooler Fault,the power system Cooler Failed,Hardware,Failure,Functional,Neteco
Maintance Reminder,Maintance Reminder,a Maintance Reminder was triggered,Hardware,Info,Functional,Neteco
Battery Very High Temperature,Battery Very High Temperature,the Battery Temperature went Very High,Hardware,Info,Functional,Neteco
LLVD1 Contactor Fault,First Load Low Voltage Disconnection Contactor Fault,the Low Voltage Disconnection Contactor Failed in the First Load,Hardware,Failure,Functional,Neteco
Lithium Battery Protection,Lithium Battery Protection,the Lithium Battery Protection issue was recorded,Power,Info,Functional,Neteco
Fan 4 Fault,Fan Fourth Dry Contact Input Fault,the fourth Fan Dry Contact Input Failed,Hardware,Emergency,Functional,Neteco
SSU Missing,SSU Missing,a power unit went missing,Hardware,Info,Functional,Neteco
Battery Fuse Failure,Battery Fuse Failure,the Battery Fuse Failed,Hardware,Failure,Functional,Neteco
SSU Communication Failure,SSU Communication Failure,a power unit Communication Failed,Software,Failure,Functional,Neteco
Unknown System Type,Unknown System Type,an Unknown System Type was recorded,Hardware,Info,Functional,Neteco
Ambient Temperature Sensor Missing,Ambient Temperature Sensor Missing,the Ambient Temperature Sensor was Missing,Hardware,Info,Functional,Neteco
Ambient Humidity Sensor Missing,Ambient Humidity Sensor Missing,the Ambient Humidity Sensor was Missing,Hardware,Emergency,Functional,Neteco
AC Surge Protector Fault,Alternating Current Surge Protector Fault,the Alternating Current Surge Protector Failed,Hardware,Failure,Functional,Neteco
Load Fuse Break,Load Fuse Break,the Load Fuse Broke,Hardware,Failure,Functional,Neteco
PV Array Fault,Photovoltaic Array Array Fault,the Photovoltaic Array Failed,Hardware,Failure,Functional,Neteco
Phase L2 Under Voltage,Phase Two Under Voltage,the second power Phase went Undervoltage,Power,Info,Functional,Neteco
LLVD Contactor Fault,Load Low Voltage Disconnection Contactor Fault,the low voltage Disconnection Contactor Failed in the Load,Power,Failure,Functional,Neteco
Indoor Vent High Temperature,Indoor Vent High Temperature,a High Temperature was recorded in the Indoor Vent,Hardware,Info,Functional,Neteco
Battery Undervoltage Protection,Battery Undervoltage Protection,a Battery Undervoltage Protection issue was recorded,Power,Info,Functional,Neteco
Fan Failure,Fan Failure,the power system Fan Failed,Hardware,Failure,Functional,Neteco
Minor Load Fuse Broken,Minor Load Fuse Broken,the Minor Load Fuse Broke,Hardware,Failure,Functional,Neteco
Battery Forcibly Connection,Battery Forcibly Connection,the Battery connected Forcibly,Hardware,Emergency,Functional,Neteco
Phase L1 Under Voltage,Phase One Under Voltage,the first power Phase went Undervoltage,Power,Info,Functional,Neteco
DIN5 Alarm,Fifth Dry Contact Input Alarm,the Fifth Dry Contact Input alarm was triggered,Hardware,Info,Functional,Neteco
Communication Fail,Communication Fail,a power system Communication Failed,Software,Failure,Functional,Neteco
Phase L1 Over Voltage,Phase One Over Voltage,the first Phase went Overvoltage,Power,Info,Functional,Neteco
Phase L3 Over Voltage,Phase Three Over Voltage,the third Phase went Overvoltage,Power,Info,Functional,Neteco
Ambient High Temperature,Ambient High Temperature,the Ambient Temperature went high,Hardware,Info,Functional,Neteco
System Undervoltage,System Undervoltage,the power System went Undervoltage,Power,Info,Functional,Neteco
D.G. Low Battery Voltage,Diesel Generator Low Battery Voltage,the Diesel Generator Battery Voltage was Low,Power,Info,Functional,Neteco
Phase L2 Over Voltage,Phase Two Over Voltage,the second power Phase went Overvoltage,Power,Info,Functional,Neteco
SSU Fault,SSU Fault,a power unit Failed,Hardware,Failure,Functional,Neteco
Unknown PDM Type,Unknown Power Distribution Module Type,an Unknown Power Distribution Module Type detected,Hardware,Info,Functional,Neteco
Battery and PDM Type Conflict,Battery and Power Distribution Module Type Conflict,a confilct detected in the Battery and Power Distribution Module Type,Hardware,Info,Functional,Neteco
LLVD Timed Disconnected,Load Low Voltage Disconnection Timed Disconnected,the timed Load Low Voltage was Disconnected,Hardware,Failure,Functional,Neteco
Load Timed Disconnected,Load Timed Disconnected,a timed Load was Disconnected,Hardware,Info,Functional,Neteco
Under Frequency,Under Frequency,the power system frequenct went low,Power,Info,Functional,Neteco
External Fan Fault,External Fan Fault,the External Fan stopped working,Hardware,Emergency,Functional,Neteco
D.G. Timed Maintenance Reminder,Diesel Generator Timed Maintenance Reminder,the Diesel Generator must undergo a Timed Maintenance,Power,Info,Functional,Neteco
Smoke Sensor Not Detected,Smoke Sensor Not Detected,the Smoke Sensor was Not Detected,Hardware,Info,Functional,Neteco
Battery Temperature Sensor Fault,Battery Temperature Sensor Fault,the Battery Temperature Sensor Failed,Hardware,Info,Functional,Neteco
Low Rectifier Capacity,Low Rectifier Capacity,the Rectifier Capacity went low,Hardware,Info,Functional,Neteco
SSU Lost,SSU Lost,a power unit was Lost,Hardware,Emergency,Functional,Neteco
DIN1 Alarm,First Dry Contact Input Alarm,the First Dry Contact Input Alarm was triggered,Hardware,Info,Functional,Neteco
DC Input Undervoltage,Direct Current Input Undervoltage,the Direct Current Input source went Undervoltage,Power,Info,Functional,Neteco
Air-condition Failure,Air-condition Failure,the power system Air conditioner Failed,Hardware,Failure,Functional,Neteco
MUC01A Board Communication Failure,MUC01A Board Communication Failure,the Communication failed in the First control Board,Software,Failure,Functional,Neteco
Load1 Disconnected,Load1 Disconnected,the First Load was Disconnected,Hardware,Info,Functional,Neteco
Load2 Disconnected,Load2 Disconnected,the Second Load was Disconnected,Hardware,Info,Functional,Neteco
Load3 Disconnected,Load3 Disconnected,the Third Load was Disconnected,Hardware,Info,Functional,Neteco
Load4 Disconnected,Load4 Disconnected,the Fourth Load was Disconnected,Hardware,Info,Functional,Neteco
BLVD High Temperature Disconnected,Bus Bar Low Voltage Disconnection High Temperature Disconnected,the Temperature was high and the Bus Bar Low Voltage Disconnected,Hardware,Info,Functional,Neteco
Ambient Low Temperature,Ambient Low Temperature,the Ambient Temperature went low,Hardware,Info,Functional,Neteco
LLVD2 Contactor Fault,Second Load Low Voltage Disconnection Contactor Fault,the Contactor Failed in the Second Load Low Voltage Disconnection,Hardware,Failure,Functional,Neteco
Rectifier Hardware Address Abnormal,Rectifier Hardware Address Abnormal,the Rectifier Hardware Address was Abnormal,Hardware,Info,Functional,Neteco
All Rectifiers Fail to Communicate,All Rectifiers Fail to Communicate,All Rectifiers Failed to Communicate,Software,Failure,Networking,Neteco
Abnormal System Current Check,Abnormal System Current Check,the System Current Check was Abnormal,Hardware,Info,Functional,Neteco
HEX Communication Failure,Hex Communication Failure,the Hex Communication Failed,Software,Failure,Functional,Neteco
Login Attempts Reach the Maximum Value,Login Attempts Reach the Maximum Value,Login Attempts Reached the Maximum Value,Software,Info,Functional,Neteco
D.G. Routine Maintenance Reminder,Diesel Generator Routine Maintenance Reminder,Diesel Generator must undergo a Routine Maintenance,Power,Info,Functional,Neteco
MUE04A Board Communication Failure,MUE04A Board Communication Failure,the Communication Failed in the Fourth element Board,Software,Failure,Functional,Neteco
MUE05A Board Communication Failure,MUE05A Board Communication Failure,the Communication Failed in the Fifth element Board,Software,Failure,Functional,Neteco
MUE03A Board Communication Failure,MUE03A Board Communication Failure,the Communication Failed in the third element Board,Software,Failure,Functional,Neteco
Phase L2 Failure,Phase Two Failure,the second Phase Failed,Power,Info,Functional,Neteco
Long Mains Failure,Long Mains Failure,the Long power Mains Failed,Power,Info,Functional,Neteco
Abnormal Battery Current,Abnormal Battery Current,an Abnormal Battery Current was detected,Power,Info,Functional,Neteco
Hex Set Curve Failure,Hex Set Curve Failure,the Hex Set Curve Failed,Hardware,Failure,Functional,Neteco
Manual Control State,Manual Control State,the power system Control State was manual,Hardware,Info,Functional,Neteco
INFAN1 Fault,First Indoor Fan Fault,the First Indoor Fan Failed,Hardware,Emergency,Functional,Neteco
Water Alarm,Water Alarm,a Water Alarm was triggered,Hardware,Info,Functional,Neteco
Load Fuse2 Broken,Load Fuse2 Broken,the Second Load Fuse Broke,Hardware,Failure,Functional,Neteco
Users Having Not Logged In for an Excessively Long Time,Users Having Not Logged In for an Excessively Long Time,Users had not Logged In for an Excessively Long Time,Software,Info,Functional,Neteco
Indoor Return Vent Temperature Sensor Missing,Indoor Return Vent Temperature Sensor Missing,the Temperature Sensor was Missing in the Indoor Return Vent,Hardware,Info,Functional,Neteco
HEX Cabinet Electronic Label Read Failure,Hex Cabinet Electronic Label Read Failure,a label Read Failure occurred in the Hex Cabinet,Hardware,Info,Functional,Neteco
Battery 1 Fuse Break,Battery One Fuse Break,a Fuse Broke in the first Battery,Hardware,Failure,Functional,Neteco
Battery 2 Fuse Break,Battery Two Fuse Break,a Fuse Broke in the second Battery,Hardware,Failure,Functional,Neteco
Outdoor Temperature Sensor Fault,Outdoor Temperature Sensor Fault,the Outdoor Temperature Sensor Failed,Hardware,Info,Functional,Neteco
Outdoor Temperature Sensor Not Detected,Outdoor Temperature Sensor Not Detected,the Outdoor Temperature Sensor was Not Detected,Hardware,Info,Functional,Neteco
INFAN2 Fault,Second Indoor Fan Fault,the Second Indoor Fan stopped working,Hardware,Emergency,Functional,Neteco
Load Remote Control Disconnected,Load Remote Control Disconnected,the Load Remote Control was Disconnected,Hardware,Info,Functional,Neteco
Battery Capacity Low,Battery Capacity Low,the Battery Capacity went Low,Power,Info,Functional,Neteco
Timed Maintenance Reminder,Timed Maintenance Reminder,the power system must unndergo a Timed Maintenance,Hardware,Info,Functional,Neteco
MUS01A Board Communication Failure,MUS01A Board Communication Failure,a Communication Failed in the First system Board,Software,Failure,Functional,Neteco
Door Open Time Out Alarm,Door Open Time Out Alarm,a Door Open event was Timed Out,Hardware,Emergency,Functional,Neteco
Door Status Sensor Alarm,Door Status Sensor Alarm,a Door Status Sensor alarm sounded,Hardware,Emergency,Functional,Neteco
SSU Protection,SSU Protection,a power unit Protection alarm was triggered,Hardware,Info,Functional,Neteco
BMU Missing,BMU Missing,a power unit was Missing,Power,Info,Functional,Neteco
The User in the SMManagers Group Changes a User's Password,The User in the SMManagers Group Changes a User's Password,The User in the Managers Group Changes a User Password,Software,Info,Functional,Neteco
Lithium battery Protection,Lithium battery Protection,the Lithium battery Protection alarm was triggered,Hardware,Info,Functional,Neteco
Lithium battery Failure,Lithium battery Failure,the Lithium battery Failed,Hardware,Failure,Functional,Neteco
Door Alarm,Door Alarm,a Door Alarm sounded,Hardware,Emergency,Functional,Neteco
DIN6 Alarm,Sixth Dry Contact Input Alarm,the Sixth Dry Contact Input Alarm sounded,Hardware,Failure,Functional,Neteco
TCUC Communication Failure,TCUC Communication Failure,the Communication Failed in a controller unit,Software,Failure,Functional,Neteco
AC Branch Fault,Alternating Current Branch Fault,the Alternating Current Branch Failed,Power,Failure,Functional,Neteco
DC Ultra Undervoltage,Direct Current Ultra Undervoltage,the Direct Current source heavily went Undervoltage,Power,Info,Functional,Neteco
AC Loop Fault,Alternating Current Loop Fault,the Alternating Current Loop Failed,Power,Failure,Functional,Neteco
Camera Communication Failure,Camera Communication Failure,a Camera Communication Failed,Software,Failure,Functional,Neteco
AC Charge Fault,Alternating Current Charge Fault,the Alternating Current source Charge Failed,Hardware,Failure,Functional,Neteco
AWL Failure,AWL Failure,Unknown system Failed,Hardware,Failure,Functional,Neteco
NIM02D Fault,NIM02D Fault,Unknown system Failed,Hardware,Failure,Functional,Neteco
Intelligent DC Air Conditioner Nonautomatic Mode Alarm,Intelligent Direct Current Air Conditioner Nonautomatic Mode Alarm,a Nonautomatic alarm sounded in the Intelligent Air Conditioner,Hardware,Info,Functional,Neteco
Battery Not Detected,Battery Not Detected,the Battery was Not Detected,Power,Info,Functional,Neteco
Load Fuse 1 Broken,Load Fuse One Broken,the first Load Fuse Broke,Hardware,Failure,Functional,Neteco
Load Fuse 2 Broken,Load Fuse Two Broken,the second Load Fuse Broke,Hardware,Failure,Functional,Neteco
DIN4 Alarm,Fourth Dry Contact Input Alarm,the Fourth Dry Contact Input Alarm sounded,Hardware,Failure,Functional,Neteco
All Li Batt Communication Failure,All Li Batt Communication Failure,All Lithium Battery Communications Failed,Software,Failure,Networking,Neteco
All Rectifiers Fail to Communicate,All Rectifiers Fail to Communicate,All Rectifiers Failed to Communicate,Software,Failure,Networking,Neteco
